ID,Close
id_713,89.205345
id_714,89.22751
id_715,89.209145
id_716,89.19076
id_717,89.172386
id_718,89.15402
id_719,88.71519
id_720,89.080536
id_721,89.06217
id_722,89.04381
id_723,89.02545
id_724,88.97033
id_725,88.951965
id_726,88.92241
id_727,88.87184
id_728,88.82128
id_729,88.506966
id_730,88.3657
id_731,88.22594
id_732,87.9464
id_733,92.64571
id_734,92.767975
id_735,92.89024
id_736,93.012505
id_737,93.134796
id_738,93.49853
id_739,93.5809
id_740,93.66328
id_741,93.74564
id_742,93.82803
id_743,94.07439
id_744,94.15466
id_745,94.23494
id_746,94.31522
id_747,94.35469
id_748,93.439354
id_749,92.91784
id_750,93.74571
id_751,91.2807
id_752,89.51602
id_753,88.78419
id_1467,40.130756
id_1468,40.146927
id_1469,40.15234
id_1470,40.157753
id_1471,40.163166
id_1472,40.168575
id_1473,44.28577
id_1474,40.190178
id_1475,40.195187
id_1476,40.200195
id_1477,40.205208
id_1478,40.22024
id_1479,40.22525
id_1480,40.230263
id_1481,40.23538
id_1482,40.240494
id_1483,40.25103
id_1484,40.254074
id_1485,40.257122
id_1486,40.263214
id_1487,41.309414
id_1488,41.324444
id_1489,41.339466
id_1490,41.354496
id_1491,41.369522
id_1492,41.414597
id_1493,41.429626
id_1494,41.44465
id_1495,41.459675
id_1496,41.474697
id_1497,41.517937
id_1498,41.528645
id_1499,41.538723
id_1500,41.548805
id_1501,41.558884
id_1502,41.556374
id_1503,41.541912
id_1504,42.413696
id_1505,41.49853
id_1506,41.455162
id_1507,41.440704
id_2221,136.54904
id_2222,136.53503
id_2223,136.53036
id_2224,136.5257
id_2225,136.52101
id_2226,136.51634
id_2227,132.2529
id_2228,136.49767
id_2229,136.49467
id_2230,136.49481
id_2231,136.49498
id_2232,136.49547
id_2233,136.49562
id_2234,136.49579
id_2235,136.49593
id_2236,136.4961
id_2237,136.50548
id_2238,136.51306
id_2239,136.52065
id_2240,136.5639
id_2241,136.57225
id_2242,136.56807
id_2243,136.56389
id_2244,136.55972
id_2245,136.55554
id_2246,136.54303
id_2247,136.53883
id_2248,136.53467
id_2249,136.53049
id_2250,136.5263
id_2251,136.53069
id_2252,136.55171
id_2253,136.56552
id_2254,136.5755
id_2255,136.58551
id_2256,136.56793
id_2257,136.54668
id_2258,131.22498
id_2259,136.47997
id_2260,136.41212
id_2261,136.38951
id_2975,70.51781
id_2976,70.45165
id_2977,70.44237
id_2978,70.433075
id_2979,70.4238
id_2980,70.414505
id_2981,70.68856
id_2982,70.37736
id_2983,70.36807
id_2984,70.35879
id_2985,70.349495
id_2986,70.32163
id_2987,70.312355
id_2988,70.303055
id_2989,70.29377
id_2990,70.284485
id_2991,70.2305
id_2992,70.20545
id_2993,70.18041
id_2994,70.12324
id_2995,70.41699
id_2996,70.40706
id_2997,70.397125
id_2998,70.3872
id_2999,70.37727
id_3000,70.34748
id_3001,70.33754
id_3002,70.3276
id_3003,70.31766
id_3004,70.307594
id_3005,70.32827
id_3006,70.38094
id_3007,70.41628
id_3008,70.451614
id_3009,70.48694
id_3010,70.30806
id_3011,70.157394
id_3012,66.75689
id_3013,69.69716
id_3014,69.23444
id_3015,69.0802
id_3729,76.498245
id_3730,76.463715
id_3731,76.458305
id_3732,76.452896
id_3733,76.44748
id_3734,76.44207
id_3735,80.357834
id_3736,76.420425
id_3737,76.415016
id_3738,76.40961
id_3739,76.40419
id_3740,76.39112
id_3741,76.38843
id_3742,76.38574
id_3743,76.39409
id_3744,76.43324
id_3745,76.52895
id_3746,76.57403
id_3747,76.62602
id_3748,77.19388
id_3749,93.46702
id_3750,93.51618
id_3751,93.56535
id_3752,93.615105
id_3753,93.66736
id_3754,93.82415
id_3755,93.8764
id_3756,93.928665
id_3757,93.98093
id_3758,94.03318
id_3759,94.199036
id_3760,94.27132
id_3761,94.34188
id_3762,94.4113
id_3763,94.47592
id_3764,94.096245
id_3765,93.8371
id_3766,101.78843
id_3767,93.07272
id_3768,92.37599
id_3769,92.123726
id_4483,111.658646
id_4484,112.4815
id_4485,112.803505
id_4486,113.1255
id_4487,113.38738
id_4488,113.59165
id_4489,119.68649
id_4490,114.36984
id_4491,114.55342
id_4492,114.664276
id_4493,114.75253
id_4494,114.95449
id_4495,115.014824
id_4496,115.07512
id_4497,115.135445
id_4498,115.19575
id_4499,115.37668
id_4500,115.46845
id_4501,115.536285
id_4502,115.6839
id_4503,146.6749
id_4504,146.97646
id_4505,147.27802
id_4506,147.57959
id_4507,147.88116
id_4508,148.78583
id_4509,149.08737
id_4510,149.38895
id_4511,149.70955
id_4512,150.05078
id_4513,151.08145
id_4514,151.4493
id_4515,151.8144
id_4516,152.17949
id_4517,152.51518
id_4518,152.23857
